iso,year,pop_thous,gdp_pcap_thous2005usd,cons_price_ns,ns_usd_p1000cal,cons_exp_ns,ns_cal_pcap_day_thous,ns_share,cons_price_s,s_usd_p1000cal,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_share,Status
fji,2013,881,3.888174299,1574.614945,1.990710139,373755.8286,0.583863294,0.626355296,7906.717504,7.557520956,846442.347,0.348296612,0.932159906,0.373644704,Do not include
hun,1992,10365,8.591643847,63172.4323,54.01825795,332918305,1.629051933,0.614641322,4836.664239,3.754036775,14505710.72,1.021358761,2.650410694,0.385358678,Include
jpn,2016,127763.26,47.37411839,85245.88242,158.4217418,4948003688,0.669755643,0.390536748,83234.14769,48.64932729,2371251889,1.045206258,1.714961901,0.609463252,Do not include
fin,2010,5368,46.16240979,949.0488746,1.577896663,4026823.841,1.302502909,0.560485633,249.6439859,0.170558596,341323.5687,1.021379866,2.323882775,0.439514367,Include
mdg,1982,9221,0.611404072,77870.13908,157.1846085,437356742,0.826713294,0.44721611,55083.60237,33.79456321,116227951.5,1.021863436,1.84857673,0.55278389,Include
lva,2010,2091,11.3654561,1762.545858,2.096739169,1921661.449,1.200841178,0.540217148,665.3778118,0.433670906,338280.6534,1.022044902,2.22288608,0.459782852,Include
usa,2013,320051,49.5352142,916.0969543,1.350737895,311502202.7,1.974140166,0.658816619,308.9396229,0.28990184,34622970.95,1.022354014,2.99649418,0.341183381,Include
pan,1998,2933,5.317732174,1170.12939,1.972796745,1054597.956,0.499343792,0.443357966,1540.685177,0.923207768,619620.1252,0.626933011,1.126276803,0.556642034,Do not include
fra,1983,54798,28.3781894,9032.183021,10.16454566,325916296.8,1.603099703,0.610592002,1167.134456,0.891402921,18228289.41,1.022384579,2.625484282,0.389407998,Include
usa,2011,314912,48.34542369,853.2938673,1.193935519,268451542.2,1.956153613,0.656697736,247.9213122,0.231874944,27255239.39,1.022619583,2.978773196,0.343302264,Include
can,2013,35182,49.31782269,1530.091395,2.062518048,32826129.75,1.239391563,0.547882902,233.5127836,0.151510578,1989885.386,1.022755254,2.262146817,0.452117098,Include
aut,2012,8464,47.97867797,2216.674979,2.309113427,11234691.2,1.574879587,0.606271347,886.4060838,0.667457763,2108966.293,1.02276847,2.597648057,0.393728653,Include
nor,1999,4466,79.61458329,6860.775771,11.3934142,18990770.66,1.022532498,0.477159976,1457.55349,0.828667216,1513469.516,1.120422799,2.142955297,0.522840024,Do not include
bfa,1977,6399,0.337932991,20702.78831,137.6992239,60962200.42,0.189550165,0.15629126,56488.92507,19.73777448,47172096.74,1.023250636,1.212800801,0.84370874,Include
blr,2008,9556,5.54978298,877.075888,0.489950343,2441157.984,1.428482141,0.582546271,124.2872496,0.088960145,317626.8616,1.02365293,2.452135071,0.417453729,Include
hun,2004,10118,12.53620681,87918.14865,87.14907904,484050386.7,1.503973659,0.59497096,11508.19237,8.353039486,31583677.6,1.023836537,2.527810196,0.40502904,Include
est,1993,1491,6.887417597,407.5714319,0.62925505,394599.5495,1.152283564,0.529475835,143.5119989,0.091495999,50987.97552,1.023988681,2.176272245,0.470524165,Include
est,1999,1376,9.269776531,1489.064879,1.652677535,992928.6629,1.196240841,0.538751939,355.9604972,0.231886347,119275.3803,1.0241518,2.220392641,0.461248061,Include
mmr,1998,47321,0.222868643,35229.94509,49.43018651,229522150.8,0.268834857,0.207903946,31372.23861,14.00965761,247842050.8,1.024237552,1.293072409,0.792096054,Include
bwa,1992,1465,4.015054789,400.4120052,1.958437299,220382.9492,0.210444621,0.378061482,3178.446146,1.435546963,265748.4538,0.346196643,0.556641264,0.621938518,Do not include
aut,2016,8747.3,48.24224069,2794.414094,2.872169679,12639212.44,1.37829771,0.573680903,992.8872464,0.693170685,2266806.774,1.024253433,2.402551143,0.426319097,Include
tha,2006,65884,4.521048808,10024.98831,13.80986649,222507330.9,0.670011136,0.39545779,5423.638294,3.147815178,77533709.74,1.024255998,1.694267134,0.60454221,Include
esp,1975,35739,16.59965624,75672.46251,99.38137883,1754085312,1.353039368,0.568941169,21492.0761,15.06367133,201439999.3,1.025131595,2.378170963,0.431058831,Include
idn,1971,116996,0.692263354,54163.75212,129.8097088,2818684122,0.508481732,0.331543539,88573.61357,45.29868171,1983158166,1.025198379,1.533680111,0.668456461,Include
can,2010,34126,47.2795948,1204.680553,1.670209987,26783136.61,1.287395863,0.556442759,270.6688784,0.177717375,2271691.892,1.026221922,2.313617785,0.443557241,Include
usa,2009,309492,47.2299723,789.4095785,1.221050211,274567389.6,1.990550224,0.659811062,229.1016531,0.211113173,24475488.09,1.026298597,3.016848821,0.340188938,Include
khm,1977,7214,0.267950421,45240.84538,318.3807652,155003675.5,0.184895428,0.152624732,64728.03442,26.66302268,72070150.3,1.026542757,1.211438185,0.847375268,Include
mmr,1996,45992,0.206798486,11785.98418,17.69352853,85244058.68,0.286995118,0.218456443,13362.25222,6.042837322,104154706.6,1.026745569,1.313740687,0.781543557,Include
mng,1994,2281,1.376502313,106798.1411,179.0034562,101401877.8,0.680403332,0.398508618,36718.31754,18.27722767,15627395.21,1.026970867,1.707374199,0.601491382,Include
tto,1992,1237,6.536312268,378.5072643,1.947977735,146098.3301,0.166111117,0.361271676,2647.97725,1.426569927,189163.1724,0.293684455,0.459795572,0.638728324,Do not include
irl,1994,3587,26.59924739,994.2061837,1.484406119,1891356.056,0.973187041,0.486528489,370.2226567,0.215666025,290008.2609,1.027080286,2.000267327,0.513471511,Include
can,2012,34838,48.60190245,1539.917096,2.036580463,32822447.21,1.267428025,0.552310001,309.2599332,0.202980011,2651655.765,1.027348502,2.294776527,0.447689999,Include
fra,1993,57570,33.56435298,300.844771,0.798376496,17387394.61,1.036424508,0.501970224,121.5515169,0.07600644,1642307.623,1.028288611,2.064713119,0.498029776,Include
aut,1998,8009,39.24693334,1243.516678,1.25986766,5727219.798,1.555062199,0.60189736,292.2078572,0.21446233,644826.0326,1.0285381,2.583600299,0.39810264,Include
tgo,1995,4284,0.578030735,43784.23708,78.00196174,55097465.69,0.451735032,0.305067763,85854.19082,35.95831483,57859086.06,1.029034445,1.480769477,0.694932237,Include
aut,2011,8433,47.82959546,2061.001607,2.116136236,10061169.74,1.544649282,0.600085321,633.0040239,0.467897205,1482551.009,1.029400155,2.574049437,0.399914679,Include
fra,1995,58009,34.81421394,283.2964945,0.714160278,15791983.41,1.044366049,0.503600389,190.1049435,0.11938369,2602144.211,1.02943308,2.073799129,0.496399611,Include
jpn,2017,127502.73,48.29432813,88109.05568,157.8029914,5046271401,0.687136509,0.398067118,90852.34105,53.75630222,2599420398,1.03904603,1.726182539,0.601932882,Do not include
nor,1981,4095,49.2010555,9118.702722,14.10692814,24091811.87,1.142589526,0.526043431,1515.628815,0.95259462,1465757.342,1.029454564,2.17204409,0.473956569,Do not include
nor,1989,4220,59.42693903,10223.21589,17.128028,27849488.41,1.055612543,0.5062536,3367.174811,2.034751829,3226689.103,1.029533208,2.085145751,0.4937464,Do not include
mmr,1997,46664,0.215339504,17765.72926,23.98578421,114518207.8,0.280314648,0.213992268,19743.36018,8.850221924,155204217.8,1.029614217,1.309928865,0.786007732,Include
bfa,1981,6985,0.366635942,35453.90409,129.3146817,80859177.3,0.24525745,0.192343067,57062.03285,20.74464183,54467546.47,1.029846736,1.275104186,0.807656933,Include
hun,2017,9729.82,15.7894964,92996.21188,99.78948626,451566385.3,1.27420454,0.552863775,13156.66972,8.605102774,31493041.18,1.030530546,2.304735086,0.447136225,Include
jpn,1994,124102,39.71459061,63074.33662,102.8578791,3223991762,0.691965933,0.440721259,105181.3707,67.02193125,2665861657,0.878110207,1.57007614,0.559278741,Do not include
irl,2010,4468,49.71666204,1199.624928,3.034608741,3424616.657,0.691995438,0.387133071,914.2289235,0.446366244,797455.6134,1.095491838,1.787487276,0.612866929,Do not include
fji,2010,861,3.647312921,2751.186248,1.944377421,288253.9526,0.471735637,1,0,0,0,0,0.471735637,0,Do not include
khm,1975,7556,0.299826143,35611.1078,212.3725392,109909160.2,0.187650928,0.153976835,43247.02087,17.93942116,51011820.44,1.03104491,1.218695838,0.846023165,Include
gha,1977,10190,1.196140096,2094.355225,1.926344573,5789570.824,0.808063237,0.705016209,876.0391788,0.886648598,1114969.478,0.338099399,1.146162636,0.294983791,Do not include
can,2009,33753,46.37218259,1310.259057,1.786900793,28091206.22,1.276041216,0.552964839,322.1152593,0.209983695,2668699.575,1.031594147,2.307635363,0.447035161,Include
jpn,1991,122703,39.64328949,96706.1024,162.8591728,5051787310,0.692603669,0.435505769,137531.3179,86.68131336,3485169562,0.897739603,1.590343272,0.564494231,Do not include
usa,2012,317505,49.02926691,904.4393131,1.247452858,283946254.9,1.964122494,0.655566139,290.2318149,0.267297529,31966587.3,1.031948197,2.996070691,0.344433861,Include
fra,1994,57792,34.22394177,301.6824787,0.810240781,17587297.05,1.029021413,0.499181877,268.3245472,0.174823054,3807193.314,1.032394397,2.06141581,0.500818123,Include
tgo,1972,2248,0.835447804,69120.53765,88.79444719,77667615.02,1.06601911,0.50793531,51278.52277,30.10730651,25511727.24,1.032710964,2.098730074,0.49206469,Include
cub,2014,11306.9,6.255427268,2365.078806,3.812121348,12372049.23,0.78639095,0.432271917,6778.279913,4.163540001,17746839.44,1.032813398,1.819204348,0.567728083,Include
irl,1979,3378,16.78145397,823.6645596,1.262079473,2393811.377,1.538334266,0.598258895,444.0834705,0.330372346,420788.65,1.033017835,2.571352101,0.401741105,Include
lva,2002,2317,8.070425996,2083.641245,2.707519417,2342166.747,1.022886231,0.497524055,160.3550245,0.095550036,83479.19961,1.033067086,2.055953317,0.502475945,Include
mng,1998,2356,1.561393318,236433.3355,447.073627,282112400.1,0.733795381,0.415297741,100362.3962,51.39378165,45659263.49,1.03311859,1.766913971,0.584702259,Include
tcd,2011,12080,0.977095162,155797.298,247.9581425,564779220.4,0.516583507,0.333295776,96170.16363,43.24104699,197015290.7,1.033341649,1.549925156,0.666704224,Include
pan,1993,2646,4.793800744,782.2909336,1.905285687,831333.3037,0.451785585,0.394808039,307.4883667,0.159165042,106455.9464,0.692531503,1.144317088,0.605191961,Do not include
aut,1970,7489,19.51659064,40050.30726,41.97349267,153175126,1.335046653,0.563674473,8203.326949,5.701703012,16106455.75,1.033424365,2.368471018,0.436325527,Include
ben,2017,11175.2,0.898517283,109351.8551,235.1408686,851254621.1,0.887530314,0.461930385,60815.81454,34.287894,144588620.2,1.033820485,1.921350799,0.538069615,Include
mng,1997,2336,1.521032363,189613.3055,375.8303611,222743380.1,0.695099925,0.401970958,111119.5144,55.6326516,49053534.22,1.034129293,1.729229218,0.598029042,Include
usa,2010,312247,48.01343808,837.5148654,1.298598374,290800146.6,1.964846499,0.655166733,242.6179317,0.22127792,26080455.16,1.03415574,2.999002239,0.344833267,Include
aus,2015,23932.5,62.38885127,1748.79513,1.828352131,20747737.75,1.299062288,0.60861441,749.2522157,0.654303257,4774771.473,0.835396356,2.134458644,0.39138559,Include
hnd,1991,5042,1.566521524,1005.254452,3.013332983,1347261.177,0.242945559,0.190173585,1454.26753,0.527779959,1004845.542,1.034548152,1.277493711,0.809826415,Include
irl,2011,4523,50.57809607,1370.787468,3.526439957,4067043.203,0.698590764,0.396807101,726.0031485,0.360174501,631439.9268,1.06193913,1.760529894,0.603192899,Do not include
lva,2007,2167,13.82816623,1465.193696,1.818595186,1615730.893,1.123262385,0.520376965,322.3302154,0.20161045,165092.7492,1.035292779,2.158555164,0.479623035,Include
lux,2004,452,101.1239329,4216.778781,5.261187063,1062181.056,1.223724088,0.573420813,1543.956784,1.073008201,161155.1016,0.91035277,2.134076858,0.426579187,Do not include
tkm,2002,4600,2.444763744,830.9216757,1.885875504,1133279.167,0.35790947,0.820348655,415.8119086,0.826624776,108783.8205,0.078379988,0.436289458,0.179651345,Do not include
bel,2010,10941,44.195963,2135.358171,3.553197975,17515134.1,1.234366647,0.543846778,1202.780176,0.789493203,3264199.122,1.035328969,2.269695616,0.456153222,Include
pan,1997,2873,5.057400841,1033.861091,1.885494707,945330.4813,0.478112231,0.462924149,922.4236722,0.491162996,285699.6918,0.554696775,1.032809006,0.537075851,Do not include
per,2002,26730,3.405752147,733.9428946,1.565414293,8891991.5,0.582207668,0.359850061,1522.550796,0.727026621,7346494.952,1.03570971,1.617917378,0.640149939,Include
deu,2002,83685,37.96227295,2557.776694,2.790305096,112438720.1,1.319239713,0.560177867,271.06464,0.182592234,5776937.077,1.035797483,2.355037196,0.439822133,Include
bel,2013,11104,44.52354585,2439.757967,3.950444143,21159171.4,1.321540306,0.560590425,1369.157714,0.932942133,3916798.944,1.035867613,2.357407919,0.439409575,Include
fra,1996,58216,35.18059773,1047.608548,1.092088784,34373964.08,1.481277566,0.588321726,170.0154258,0.12944652,2851051.847,1.036524347,2.517801913,0.411678274,Include
irl,1987,3537,19.52600074,1970.050396,3.398389656,6671718.573,1.520675753,0.594575768,1015.617513,0.74897045,1002609.292,1.036905357,2.55758111,0.405424232,Include
aut,2002,8092,42.80613658,2763.319752,2.717309714,13113872.55,1.633966238,0.611710859,518.4102702,0.397541032,1217819.246,1.037175225,2.671141463,0.388289141,Include
tgo,1971,2186,0.830281533,68662.90764,95.59746065,83103828.52,1.089511085,0.51227791,68175.03656,40.12250444,33206989.57,1.037285841,2.126796926,0.48772209,Include
pan,1976,1801,3.324277003,1495.332235,1.871500949,691744.1807,0.562275144,0.528104015,239.0185627,0.166626681,55033.46012,0.502430157,1.064705301,0.471895985,Do not include
tgo,2003,5259,0.583810473,48713.66644,78.14123283,112557757.4,0.750410907,0.419662159,60160.42739,30.13524723,60027604.37,1.037720073,1.78813098,0.580337841,Include
nor,2015,5199.84,89.93764032,6596.882255,10.48196697,21343381.14,1.072846499,0.502833718,1930.981064,1.160908624,2337199.287,1.060754451,2.13360095,0.497166282,Do not include
jpn,1993,123659,39.46495227,72129.70185,114.4752073,3623111694,0.701215794,0.439030646,96072.71035,60.99587677,2466692775,0.8959752,1.597190994,0.560969354,Do not include
mmr,1995,45330,0.197118764,8010.003177,14.20587281,59639237.28,0.253738037,0.196407577,9715.995988,4.251462118,73026429.48,1.038157318,1.291895355,0.803592423,Include
pan,1979,1942,3.576524295,1384.059266,1.858977666,701745.4793,0.532553645,0.502415652,276.8610164,0.177018715,66180.21681,0.52743253,1.059986175,0.497584348,Do not include
irl,1985,3534,18.75221052,1995.996617,3.129052835,6204911.771,1.537316557,0.596904405,1110.999339,0.824698646,1104386.945,1.038165453,2.57548201,0.403095595,Include
kaz,2013,16441,10.88541787,47402.69801,66.58728643,612058351.2,1.531723648,0.59596587,9245.754324,6.918891182,43115623.91,1.038429653,2.570153301,0.40403413,Include
blz,1995,207,3.421994208,958.7490569,1.843326573,53345.87103,0.383032228,0.506121021,507.0927399,0.349030379,9856.617896,0.373767454,0.756799682,0.493878979,Do not include
slv,2003,6029,2.703607499,744.2721749,2.221692603,2280367.504,0.466425973,0.309856816,1590.031251,0.702010363,1604879.931,1.03886921,1.505295183,0.690143184,Include
mmr,1999,47926,0.244140563,35555.29595,69.14141179,324401824.3,0.268213724,0.20510182,46716.95085,20.65388872,375568247.1,1.039496393,1.307710117,0.79489818,Include
esp,2017,46647.43,32.3650386,1625.550887,1.81756006,47663604.13,1.540201429,0.597025476,726.0817176,0.544160064,9631845.352,1.039590374,2.579791803,0.402974524,Include
aut,2008,8342,47.93537128,2815.821818,2.404160057,11626373.79,1.588246306,0.604190405,620.2892166,0.466544094,1478039.681,1.040471882,2.628718188,0.395809595,Include
jpn,2014,128168.64,46.16041292,80504.73326,155.1056946,5103389932,0.703325509,0.399833712,83282.98106,49.39751249,2439654227,1.055719535,1.759045044,0.600166288,Do not include
arg,2001,37273,7.829193942,427.0649775,0.565314756,10128037.84,1.316884785,0.558589066,74.96396079,0.05306544,751272.3742,1.040635018,2.357519803,0.441410934,Include
deu,2010,83017,41.16138336,436.1742207,1.721674201,36717835.79,0.703827455,0.409960232,591.7917571,0.295779728,9078917.355,1.012991398,1.716818853,0.590039768,Do not include
irl,2009,4410,49.47908808,894.7534233,2.263611442,2564875.489,0.703935638,0.397398352,1155.556231,0.574002904,986240.3087,1.067424595,1.771360233,0.602601648,Do not include
kaz,2016,17830.9,10.69569379,102553.6765,164.6413611,1419745263,1.324967885,0.560096337,22653.01422,15.81667145,107122677.9,1.040639241,2.365607126,0.439903663,Include
esp,2014,46777.93,29.30907179,1138.371152,1.317157788,32788140.52,1.457958357,0.583393017,999.333195,0.739885695,13152518.87,1.041143132,2.499101489,0.416606983,Include
can,2008,33370,48.32994768,1362.305378,1.627951389,25632176.02,1.292691738,0.553886728,454.8736481,0.296086025,3754794.196,1.041164035,2.333855773,0.446113272,Include
fji,2011,868,3.715582382,1469.275606,1.842329468,343981.3349,0.589325169,0.636996349,5871.123169,5.776332277,614601.7543,0.335837384,0.925162553,0.363003651,Do not include
usa,2002,290270,44.67654972,948.3386514,1.28373613,273673274,2.012155806,0.65898916,183.6866594,0.167539923,18482675.87,1.041241622,3.053397428,0.34101084,Include
can,2006,32611,47.97535899,1177.558164,1.591662975,24455567.36,1.290831777,0.553488665,163.3249833,0.105956721,1313345.214,1.041342047,2.332173824,0.446511335,Include
usa,2003,292883,45.54484691,864.7880136,1.23726558,266928394,2.018109901,0.659580693,193.1850198,0.174471081,19426812.27,1.041576236,3.059686137,0.340419307,Include
tgo,2001,4992,0.555066778,102247.8915,150.2191372,218830225.9,0.799492887,0.434250181,102255.0024,52.27416372,99209567.1,1.04159532,1.841088207,0.565749819,Include
sen,2002,10390,1.134305659,74075.86084,250.2386374,352418580.3,0.371360766,0.2628158,89533.40014,36.64070788,144741421.9,1.041647,1.413007766,0.7371842,Include
fra,1988,56301,31.3252554,6910.390238,7.946237362,275716319,1.68846462,0.61826889,874.2432445,0.692246026,14830014.31,1.042490547,2.730955167,0.38173111,Include
usa,2017,325084.76,53.36646897,960.6403157,1.567275011,321805443.5,1.730448594,0.624027256,195.0207173,0.158097516,19558071.41,1.04258508,2.773033674,0.375972744,Include
est,2002,1348,11.80040331,3189.571449,3.524315868,1972383.375,1.137453762,0.521740346,653.9269919,0.410926236,210809.2684,1.042660867,2.180114629,0.478259654,Include
moz,2015,27042,0.529090813,6430.403195,11.87233711,104405926.1,0.890958053,0.460479086,6067.886612,3.611129459,37207489.05,1.04389215,1.934850203,0.539520914,Include
mmr,2007,50829,0.607277256,225608.3151,292.3933021,1656460687,0.305357987,0.226311366,242347.26,109.9250933,2128974245,1.043924607,1.349282594,0.773688634,Include
fra,1997,58418,35.87802991,1212.61432,1.16854204,37338692.56,1.498563728,0.589392379,238.152173,0.182482589,4062175.572,1.04399329,2.542557018,0.410607621,Include
deu,2005,83836,38.33409796,475.5675164,1.86137907,40515409.71,0.711315046,0.41511937,294.0646037,0.147191429,4514006.397,1.002204238,1.713519284,0.58488063,Do not include
blz,1996,212,3.394021005,1013.04981,1.829784353,51233.96187,0.361850607,0.474254743,272.1109611,0.170711541,5298.886219,0.401137245,0.762987852,0.525745257,Do not include
irl,1986,3538,18.650779,2015.037049,3.35138698,6512683.29,1.504820462,0.59030556,1100.395281,0.803717362,1083981.643,1.044402456,2.549222918,0.40969444,Include
irl,1972,3039,13.33930064,495.6730358,0.67233402,1138933.829,1.527178641,0.593823395,340.3172376,0.250172717,289875.1268,1.044593797,2.571772438,0.406176605,Include
bel,2011,11007,44.72096898,2166.283668,3.40811949,17458023.92,1.275024237,0.549592243,1066.861191,0.709242566,2977421.571,1.0449216,2.319945837,0.450407757,Include
jpn,1992,123180,39.82467631,84781.29915,137.1568013,4395245933,0.712742684,0.443279917,140102.2347,89.55987089,3604442685,0.895141312,1.607883996,0.556720083,Do not include
slv,2001,5985,2.601354439,1107.708469,2.790279256,2970196.462,0.487282132,0.318023883,1810.255861,0.809821761,1848572.036,1.044936542,1.532218674,0.681976117,Include
mys,2015,30270.96,10.9121964,2247.553721,2.937941086,22725679.41,0.700091386,0.40118958,5105.971735,3.016654499,34828844.85,1.044947423,1.745038809,0.59881042,Include
deu,2004,83849,38.05918504,595.773426,2.07489913,45361154.3,0.714325834,0.424882055,471.6393138,0.240095475,7104926.906,0.966907407,1.681233241,0.575117945,Do not include
sen,1998,9388,1.086636932,64701.55679,292.9754367,260308675.6,0.259293415,0.198788698,75797.36721,28.52204397,102139436,1.045073571,1.304366986,0.801211302,Include
nic,1992,4342,1.084769602,791.9275746,1.815228324,476206.9985,0.16553195,0.213449412,1204.481856,0.484068559,467953.9171,0.609977095,0.775509045,0.786550588,Do not include
can,2005,32253,47.26784259,1198.052758,1.631746584,25182859.25,1.310959711,0.556300426,182.571544,0.118314747,1456366.982,1.04560816,2.356567871,0.443699574,Include
irl,1984,3523,18.24770731,2042.679803,2.715790021,5498714.372,1.574560909,0.600899842,1102.769718,0.826689596,1111699.101,1.045777455,2.620338364,0.399100158,Include
mmr,1976,31379,0.14984073,1014.970093,1.813262104,5650324.175,0.2720701,0.232298835,416.8620036,0.190460382,1961383.866,0.899137238,1.171207338,0.767701165,Do not include
can,2003,31592,45.36007228,1532.836521,1.961985063,30146214.4,1.332499644,0.560132403,349.3495392,0.231087838,2788338.203,1.046401551,2.378901195,0.439867597,Include
mmr,2010,51931,0.798076738,152899.1797,172.1604401,1183911193,0.362799109,0.257365762,144667.0098,68.51113247,1359474623,1.046864346,1.409663455,0.742634238,Include
mmr,2011,52351,0.835940261,109840.0363,130.5206387,882182471.2,0.353721442,0.252546124,101302.1119,47.62951619,952794178.2,1.046899707,1.400621149,0.747453876,Include
blz,1998,225,3.435255902,1307.662141,1.78243831,81635.6746,0.557686454,0.550480769,491.3467026,0.368935176,13798.1756,0.455403349,1.013089803,0.449519231,Do not include
tgo,1998,4621,0.585178236,74639.76568,113.9663693,155700853.8,0.8100008,0.436169296,79839.4427,41.70330254,73650951.52,1.04707811,1.85707891,0.563830704,Include
nor,2000,4492,81.69087263,6692.323486,11.20427876,18638765.88,1.014613499,0.476577093,2112.264341,1.203284413,2198472.82,1.114346357,2.128959856,0.523422907,Do not include
pan,1996,2815,4.848146648,816.1617309,1.733001664,845947.4321,0.475086985,0.428350796,442.3361676,0.232531584,151480.3753,0.634020292,1.109107277,0.571649204,Do not include
pry,1997,5021,2.509361677,867852.4696,982.4321023,2447562570,1.359402837,0.639036878,96470.26393,81.28831478,114392168.1,0.767865376,2.127268213,0.360963122,Include
isr,2014,7854.21,34.65770201,2314.513413,5.073610305,13533398.86,0.930452917,0.437682853,2374.108212,1.249163274,4280857.558,1.195408106,2.125861023,0.562317147,Include
pan,1991,2539,4.378273388,851.9561128,1.726881384,542430.7116,0.338942632,0.375213522,320.0527515,0.160848804,84130.35853,0.564390036,0.903332668,0.624786478,Do not include
usa,2008,306657,48.90726513,833.4124931,1.334471686,294756010.8,1.973365629,0.653216766,287.4387655,0.260906959,30594244.87,1.047630968,3.020996597,0.346783234,Include
pan,1977,1848,3.275891492,1106.75995,1.70513925,620807.0981,0.539761608,0.452520632,268.4779976,0.163796237,72148.96629,0.653027338,1.192788946,0.547479368,Do not include
hun,2000,10224,10.48164153,147799.2583,150.079823,821028180.2,1.465959762,0.583187109,25845.60177,18.35481733,71766050.91,1.047744228,2.51370399,0.416812891,Include
aut,2003,8142,42.94379769,2246.619969,2.226488767,10228556.19,1.545858949,0.595999538,661.0830573,0.48780375,1519059.902,1.04786613,2.593725079,0.404000462,Include
deu,2011,82893,42.73171714,483.4995153,1.73786398,37880916.32,0.720433621,0.416093357,557.6716478,0.282344443,8636476.062,1.010989411,1.731423032,0.583906643,Do not include
usa,2016,323015.99,52.54336502,997.1485878,1.757303725,365598200.7,1.764575863,0.627336856,339.1188469,0.298525974,36893935.46,1.048228527,2.81280439,0.372663144,Include
sen,1999,9619,1.178511302,66985.96706,281.062192,277529240.2,0.28124417,0.211529439,63872.23411,25.08660333,92334253.94,1.04833043,1.3295746,0.788470561,Include
hrv,2008,4360,15.03201775,3743.170177,4.526328005,9257110.246,1.285138871,0.55073178,878.0846483,0.578593854,965314.4147,1.048372502,2.333511373,0.44926822,Include
mmr,2004,49875,0.430329941,160479.5054,212.8693985,1564174984,0.403641982,0.277926023,140201.8695,68.49714203,1307666609,1.048694064,1.452336046,0.722073977,Include
deu,2009,83183,39.46893546,423.0884639,1.598968846,35084478.49,0.722682569,0.417904859,543.0801184,0.27550886,8420291.866,1.006616704,1.729299273,0.582095141,Do not include
nor,1998,4440,78.50034151,7883.979756,12.36506658,20427955.54,1.019418734,0.480171948,1777.287454,1.019359854,1823135.292,1.103609774,2.123028508,0.519828052,Do not include
lux,2000,436,93.5272342,4427.516587,4.511719804,838728.7116,1.168153827,0.552796693,1193.853515,0.787760562,118471.3109,0.945016966,2.113170793,0.447203307,Do not include
arg,2002,37628,6.910425904,968.3493008,1.600418181,24725212.57,1.124870579,0.517502344,309.4313524,0.192862188,2778027.461,1.04878253,2.173653109,0.482497656,Include
irl,1973,3085,13.76081481,531.2518367,0.805752856,1387538.649,1.529308852,0.593172815,252.0223103,0.184902422,218380.8545,1.048875469,2.578184321,0.406827185,Include
hrv,2006,4379,13.93196747,3602.83156,4.873569838,9671258.194,1.241560749,0.542011838,599.4885559,0.384867958,645346.5923,1.049091711,2.29065246,0.457988162,Include
est,2000,1366,10.32444571,1979.648742,2.340277628,1303207,1.116869572,0.515577694,653.1481909,0.404706176,211746.3181,1.049379249,2.166248821,0.484422306,Include
usa,1990,254507,35.36732041,1526.871895,3.033174539,"528,417,223",1.875370008,0.641157628,143.774778,0.121376272,11834564,1.049604955,2.924974963,0.358842372,Include
deu,2008,83380,41.71986405,452.6744684,1.77390856,39108138.02,0.724404525,0.421213654,603.6034974,0.30552033,9255328.989,0.995398522,1.719803047,0.578786346,Do not include
can,2007,32986,48.40831334,1047.934617,1.406470676,22214332.32,1.311837567,0.555466735,260.3411105,0.169325799,2140286.564,1.049847631,2.361685198,0.444533265,Include
ind,2007,1159095,1.194009653,1750.547083,1.639854206,58368921.4,0.084132643,0.133264476,10002.99566,3.45538956,799918329.4,0.547188214,0.631320857,0.866735524,Do not include
hun,2013,9955,13.42668364,60870.53638,80.30398708,345761665,1.18496522,0.530115943,17036.38067,10.87058239,41487034.17,1.050329221,2.235294441,0.469884057,Include
usa,1999,281419,43.06751163,745.7763326,1.227963006,252210683.2,1.999548375,0.655526549,106.2263948,0.094440675,10193017,1.05074513,3.050293505,0.344473451,Include
slv,1975,4232,2.192828042,1395.073332,3.401804505,2413886.459,0.459376699,0.304186047,924.8891355,0.386654253,627601.718,1.05080664,1.510183339,0.695813953,Include
est,2003,1339,12.7607383,2542.454377,2.860556196,1620476.48,1.159094397,0.524493783,835.6506397,0.526959278,270635.7461,1.05083532,2.209929717,0.475506217,Include
jpn,1995,124483,40.67874375,54523.99241,86.05938924,2838871194,0.726013202,0.451499464,85360.29256,55.50489795,2224326592,0.881991368,1.60800457,0.548500536,Do not include
sen,2001,10119,1.157107062,78409.61435,350.1562546,358668553.2,0.277332619,0.20877188,92833.20559,35.68989279,138549948.3,1.051067638,1.328400257,0.79122812,Include
bel,2012,11060,44.61115632,2537.599763,4.109156331,21690839.16,1.307602368,0.554285462,1405.893793,0.94439515,4008674.095,1.051475142,2.35907751,0.445714538,Include
lva,2000,2371,6.916697036,741.8855421,1.35238894,1065168.577,0.910106712,0.463736885,190.4103093,0.106738869,97217.7615,1.052443048,1.96254976,0.536263115,Include
hun,2009,10031,12.96683249,67950.8419,66.72697859,335969669.9,1.375186238,0.566295509,12069.73932,8.31956756,32081167.66,1.053203562,2.4283898,0.433704491,Include
deu,2006,83740,39.79809326,492.9139273,1.779435378,39536242.59,0.726921227,0.421458426,319.8528401,0.162271218,4949194.271,0.997854416,1.724775643,0.578541574,Do not include
